2025-06-27 11:02:52,416 - WARNING - Some parameters are on the meta device because they were offloaded to the cpu and disk.
2025-06-27 11:04:39,376 - INFO - Param: model.layers.25.self_attn.q_norm.weight, Device: cpu
2025-06-27 11:04:39,376 - INFO - Param: model.layers.25.self_attn.k_norm.weight, Device: cpu
2025-06-27 11:04:39,376 - INFO - Param: model.layers.25.mlp.gate_proj.weight, Device: cpu
2025-06-27 11:04:39,376 - INFO - Param: model.layers.25.mlp.up_proj.weight, Device: cpu
2025-06-27 11:04:39,376 - INFO - Param: model.layers.25.mlp.down_proj.weight, Device: cpu
2025-06-27 11:04:39,376 - INFO - Param: model.layers.25.input_layernorm.weight, Device: cpu
2025-06-27 11:04:39,376 - INFO - Param: model.layers.25.post_attention_layernorm.weight, Device: cpu
2025-06-27 11:04:39,376 - INFO - Param: model.layers.26.self_attn.q_proj.weight, Device: cpu
2025-06-27 11:04:39,376 - INFO - Param: model.layers.26.self_attn.k_proj.weight, Device: cpu
2025-06-27 11:04:39,376 - INFO - Param: model.layers.26.self_attn.v_proj.weight, Device: cpu
2025-06-27 11:04:39,376 - INFO - Param: model.layers.26.self_attn.o_proj.weight, Device: cpu
2025-06-27 11:04:39,376 - INFO - Param: model.layers.26.self_attn.q_norm.weight, Device: cpu
2025-06-27 11:04:39,376 - INFO - Param: model.layers.26.self_attn.k_norm.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.26.mlp.gate_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.26.mlp.up_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.26.mlp.down_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.26.input_layernorm.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.26.post_attention_layernorm.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.27.self_attn.q_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.27.self_attn.k_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.27.self_attn.v_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.27.self_attn.o_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.27.self_attn.q_norm.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.27.self_attn.k_norm.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.27.mlp.gate_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.27.mlp.up_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.27.mlp.down_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.27.input_layernorm.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.27.post_attention_layernorm.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.28.self_attn.q_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.28.self_attn.k_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.28.self_attn.v_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.28.self_attn.o_proj.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.28.self_attn.q_norm.weight, Device: cpu
2025-06-27 11:04:39,378 - INFO - Param: model.layers.28.self_attn.k_norm.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.28.mlp.gate_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.28.mlp.up_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.28.mlp.down_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.28.input_layernorm.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.28.post_attention_layernorm.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.29.self_attn.q_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.29.self_attn.k_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.29.self_attn.v_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.29.self_attn.o_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.29.self_attn.q_norm.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.29.self_attn.k_norm.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.29.mlp.gate_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.29.mlp.up_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.29.mlp.down_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.29.input_layernorm.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.29.post_attention_layernorm.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.30.self_attn.q_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.30.self_attn.k_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.30.self_attn.v_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.30.self_attn.o_proj.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.30.self_attn.q_norm.weight, Device: cpu
2025-06-27 11:04:39,379 - INFO - Param: model.layers.30.self_attn.k_norm.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.30.mlp.gate_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.30.mlp.up_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.30.mlp.down_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.30.input_layernorm.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.30.post_attention_layernorm.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.31.self_attn.q_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.31.self_attn.k_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.31.self_attn.v_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.31.self_attn.o_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.31.self_attn.q_norm.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.31.self_attn.k_norm.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.31.mlp.gate_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.31.mlp.up_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.31.mlp.down_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.31.input_layernorm.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.31.post_attention_layernorm.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.32.self_attn.q_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.32.self_attn.k_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.32.self_attn.v_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.32.self_attn.o_proj.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.32.self_attn.q_norm.weight, Device: cpu
2025-06-27 11:04:39,380 - INFO - Param: model.layers.32.self_attn.k_norm.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.32.mlp.gate_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.32.mlp.up_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.32.mlp.down_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.32.input_layernorm.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.32.post_attention_layernorm.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.33.self_attn.q_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.33.self_attn.k_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.33.self_attn.v_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.33.self_attn.o_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.33.self_attn.q_norm.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.33.self_attn.k_norm.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.33.mlp.gate_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.33.mlp.up_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.33.mlp.down_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.33.input_layernorm.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.33.post_attention_layernorm.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.34.self_attn.q_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.34.self_attn.k_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.34.self_attn.v_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.34.self_attn.o_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.34.self_attn.q_norm.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.34.self_attn.k_norm.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.34.mlp.gate_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.34.mlp.up_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.34.mlp.down_proj.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.34.input_layernorm.weight, Device: cpu
2025-06-27 11:04:39,381 - INFO - Param: model.layers.34.post_attention_layernorm.weight, Device: cpu
2025-06-27 11:04:39,382 - INFO - Param: model.layers.35.self_attn.q_proj.weight, Device: meta
2025-06-27 11:04:39,382 - INFO - Param: model.layers.35.self_attn.k_proj.weight, Device: meta
2025-06-27 11:04:39,382 - INFO - Param: model.layers.35.self_attn.v_proj.weight, Device: meta
2025-06-27 11:04:39,382 - INFO - Param: model.layers.35.self_attn.o_proj.weight, Device: meta
2025-06-27 11:04:39,382 - INFO - Param: model.layers.35.self_attn.q_norm.weight, Device: meta
2025-06-27 11:04:39,382 - INFO - Param: model.layers.35.self_attn.k_norm.weight, Device: meta
2025-06-27 11:04:39,382 - INFO - Param: model.layers.35.mlp.gate_proj.weight, Device: meta
2025-06-27 11:04:39,382 - INFO - Param: model.layers.35.mlp.up_proj.weight, Device: meta
2025-06-27 11:04:39,382 - INFO - Param: model.layers.35.mlp.down_proj.weight, Device: meta
2025-06-27 11:04:39,382 - INFO - Param: model.layers.35.input_layernorm.weight, Device: meta
2025-06-27 11:04:39,382 - INFO - Param: model.layers.35.post_attention_layernorm.weight, Device: meta
2025-06-27 11:04:39,382 - INFO - Param: model.norm.weight, Device: meta
2025-06-27 11:04:39,382 - INFO - Param: lm_head.weight, Device: meta
2025-06-27 11:04:39,382 - INFO - Activation: Qwen3RMSNorm, Device: cpu
2025-06-27 11:04:39,382 - INFO - Activation: Linear, Device: cpu
2025-06-27 11:04:39,382 - INFO - Activation: SiLU, Device: cpu
2025-06-27 11:04:39,382 - INFO - Activation: Qwen3MLP, Device: cpu
2025-06-27 11:04:39,382 - INFO - Activation: Qwen3DecoderLayer, Device: cpu
2025-06-27 11:04:48,562 - INFO - Current memory usage: 13630.11 MB
2025-06-27 11:06:03,014 - INFO - Current memory usage: 13633.23 MB
2025-06-27 11:06:37,165 - INFO - Param: model.embed_tokens.weight, Stats: {'mean': 1.4478860066446941e-05, 'std': 0.02238147146999836, 'min': -0.66796875, 'max': 0.99609375}
2025-06-27 11:06:37,218 - INFO - Param: model.layers.0.self_attn.q_proj.weight, Stats: {'mean': 2.360413418500684e-06, 'std': 0.026053326204419136, 'min': -0.52734375, 'max': 0.55078125}
2025-06-27 11:06:37,232 - INFO - Param: model.layers.0.self_attn.k_proj.weight, Stats: {'mean': -7.717517291894183e-09, 'std': 0.028810223564505577, 'min': -0.462890625, 'max': 0.609375}
2025-06-27 11:06:37,247 - INFO - Param: model.layers.0.self_attn.v_proj.weight, Stats: {'mean': -1.3665685401065275e-05, 'std': 0.025477556511759758, 'min': -0.154296875, 'max': 0.169921875}
2025-06-27 11:06:37,297 - INFO - Param: model.layers.0.self_attn.o_proj.weight, Stats: {'mean': -9.143743227468804e-06, 'std': 0.024751611053943634, 'min': -0.67578125, 'max': 0.7265625}
2025-06-27 11:06:37,298 - INFO - Param: model.layers.0.self_attn.q_norm.weight, Stats: {'mean': 1.690636396408081, 'std': 0.504004180431366, 'min': -0.07470703125, 'max': 3.390625}
2025-06-27 11:06:37,298 - INFO - Param: model.layers.0.self_attn.k_norm.weight, Stats: {'mean': 2.1331562995910645, 'std': 3.0161116123199463, 'min': -0.023681640625, 'max': 33.5}
2025-06-27 11:06:37,451 - INFO - Param: model.layers.0.mlp.gate_proj.weight, Stats: {'mean': 1.117931697081076e-05, 'std': 0.02550196647644043, 'min': -0.58984375, 'max': 0.5546875}
2025-06-27 11:06:37,627 - INFO - Param: model.layers.0.mlp.up_proj.weight, Stats: {'mean': -3.7176084788370645e-06, 'std': 0.024047425016760826, 'min': -0.39453125, 'max': 0.357421875}
2025-06-27 11:06:37,797 - INFO - Param: model.layers.0.mlp.down_proj.weight, Stats: {'mean': -4.95852145832032e-06, 'std': 0.026537960395216942, 'min': -0.85546875, 'max': 0.859375}
2025-06-27 11:06:37,798 - INFO - Param: model.layers.0.input_layernorm.weight, Stats: {'mean': 0.01152785960584879, 'std': 0.0014498558593913913, 'min': -0.00022602081298828125, 'max': 0.0279541015625}
2025-06-27 11:06:37,799 - INFO - Param: model.layers.0.post_attention_layernorm.weight, Stats: {'mean': 0.11900497227907181, 'std': 0.022997645661234856, 'min': -0.109375, 'max': 0.39453125}
2025-06-27 11:06:37,850 - INFO - Param: model.layers.1.self_attn.q_proj.weight, Stats: {'mean': -1.0679601473384537e-05, 'std': 0.0230109803378582, 'min': -0.419921875, 'max': 0.361328125}
2025-06-27 11:06:37,862 - INFO - Param: model.layers.1.self_attn.k_proj.weight, Stats: {'mean': -2.208940168202389e-05, 'std': 0.025163250043988228, 'min': -0.298828125, 'max': 0.287109375}
2025-06-27 11:06:37,874 - INFO - Param: model.layers.1.self_attn.v_proj.weight, Stats: {'mean': -1.9062859792029485e-05, 'std': 0.026812780648469925, 'min': -0.212890625, 'max': 0.1826171875}
2025-06-27 11:06:37,924 - INFO - Param: model.layers.1.self_attn.o_proj.weight, Stats: {'mean': -5.4641777751385234e-06, 'std': 0.025263112038373947, 'min': -0.470703125, 'max': 0.5234375}
2025-06-27 11:06:37,924 - INFO - Param: model.layers.1.self_attn.q_norm.weight, Stats: {'mean': 1.543172836303711, 'std': 0.4904209077358246, 'min': 0.028564453125, 'max': 3.796875}
2025-06-27 11:06:37,924 - INFO - Param: model.layers.1.self_attn.k_norm.weight, Stats: {'mean': 1.656336784362793, 'std': 1.0255215167999268, 'min': -0.63671875, 'max': 10.6875}
2025-06-27 11:06:38,094 - INFO - Param: model.layers.1.mlp.gate_proj.weight, Stats: {'mean': -2.4522048988728784e-05, 'std': 0.02129974216222763, 'min': -0.36328125, 'max': 0.400390625}
2025-06-27 11:06:38,247 - INFO - Param: model.layers.1.mlp.up_proj.weight, Stats: {'mean': -1.645061615818122e-06, 'std': 0.014686082489788532, 'min': -0.48828125, 'max': 0.41796875}
2025-06-27 11:06:38,418 - INFO - Param: model.layers.1.mlp.down_proj.weight, Stats: {'mean': -3.5681252938957186e-06, 'std': 0.016849767416715622, 'min': -1.0625, 'max': 0.9296875}
2025-06-27 11:06:38,419 - INFO - Param: model.layers.1.input_layernorm.weight, Stats: {'mean': 0.02348533645272255, 'std': 0.011999635957181454, 'min': -0.03173828125, 'max': 0.189453125}
2025-06-27 11:06:38,420 - INFO - Param: model.layers.1.post_attention_layernorm.weight, Stats: {'mean': 0.3351420760154724, 'std': 0.15539664030075073, 'min': -0.330078125, 'max': 3.046875}
2025-06-27 11:06:38,472 - INFO - Param: model.layers.2.self_attn.q_proj.weight, Stats: {'mean': 2.8611048037419096e-06, 'std': 0.02500670775771141, 'min': -0.48828125, 'max': 0.37109375}
2025-06-27 11:06:38,486 - INFO - Param: model.layers.2.self_attn.k_proj.weight, Stats: {'mean': -6.925721663719742e-06, 'std': 0.026487242430448532, 'min': -0.419921875, 'max': 0.625}
2025-06-27 11:06:38,500 - INFO - Param: model.layers.2.self_attn.v_proj.weight, Stats: {'mean': 1.5113420886336826e-05, 'std': 0.027573853731155396, 'min': -0.2060546875, 'max': 0.2109375}
2025-06-27 11:06:38,551 - INFO - Param: model.layers.2.self_attn.o_proj.weight, Stats: {'mean': -4.893621735391207e-06, 'std': 0.025659114122390747, 'min': -0.474609375, 'max': 0.4765625}
2025-06-27 11:06:38,551 - INFO - Param: model.layers.2.self_attn.q_norm.weight, Stats: {'mean': 1.535184383392334, 'std': 0.43282178044319153, 'min': 0.01116943359375, 'max': 3.375}
2025-06-27 11:06:38,551 - INFO - Param: model.layers.2.self_attn.k_norm.weight, Stats: {'mean': 1.5443071126937866, 'std': 0.6801625490188599, 'min': -0.0294189453125, 'max': 6.0625}
2025-06-27 11:06:38,722 - INFO - Param: model.layers.2.mlp.gate_proj.weight, Stats: {'mean': -5.723244612454437e-06, 'std': 0.01789390854537487, 'min': -0.74609375, 'max': 0.64453125}
2025-06-27 11:06:38,880 - INFO - Param: model.layers.2.mlp.up_proj.weight, Stats: {'mean': -1.3404942365013994e-06, 'std': 0.01608523167669773, 'min': -0.74609375, 'max': 0.6875}
2025-06-27 11:06:39,016 - INFO - Param: model.layers.2.mlp.down_proj.weight, Stats: {'mean': -2.7168441647518193e-06, 'std': 0.01648041419684887, 'min': -1.1484375, 'max': 0.99609375}
2025-06-27 11:06:39,017 - INFO - Param: model.layers.2.input_layernorm.weight, Stats: {'mean': 0.03912464529275894, 'std': 0.015834517776966095, 'min': -0.0390625, 'max': 0.1943359375}
2025-06-27 11:06:39,017 - INFO - Param: model.layers.2.post_attention_layernorm.weight, Stats: {'mean': 0.5138076543807983, 'std': 0.22081799805164337, 'min': 0.07861328125, 'max': 4.40625}
2025-06-27 11:06:39,061 - INFO - Param: model.layers.3.self_attn.q_proj.weight, Stats: {'mean': 1.1524432920850813e-05, 'std': 0.024755211547017097, 'min': -0.5234375, 'max': 0.46875}
2025-06-27 11:06:39,072 - INFO - Param: model.layers.3.self_attn.k_proj.weight, Stats: {'mean': -1.0137042409041896e-05, 'std': 0.02580852247774601, 'min': -0.470703125, 'max': 0.36328125}
2025-06-27 11:06:39,082 - INFO - Param: model.layers.3.self_attn.v_proj.weight, Stats: {'mean': 9.164761650026776e-06, 'std': 0.02798912301659584, 'min': -0.2294921875, 'max': 0.220703125}
2025-06-27 11:06:39,131 - INFO - Param: model.layers.3.self_attn.o_proj.weight, Stats: {'mean': -8.9665545601747e-06, 'std': 0.025949949398636818, 'min': -0.4453125, 'max': 0.4921875}
2025-06-27 11:06:39,132 - INFO - Param: model.layers.3.self_attn.q_norm.weight, Stats: {'mean': 1.6535530090332031, 'std': 0.47621822357177734, 'min': -0.017333984375, 'max': 2.734375}
2025-06-27 11:06:39,132 - INFO - Param: model.layers.3.self_attn.k_norm.weight, Stats: {'mean': 1.7358297109603882, 'std': 0.5843945145606995, 'min': -0.0036163330078125, 'max': 3.78125}
2025-06-27 11:06:39,287 - INFO - Param: model.layers.3.mlp.gate_proj.weight, Stats: {'mean': -2.328189293621108e-05, 'std': 0.02387849986553192, 'min': -0.515625, 'max': 0.4609375}
2025-06-27 11:06:39,418 - INFO - Param: model.layers.3.mlp.up_proj.weight, Stats: {'mean': 2.387240101597854e-06, 'std': 0.017557745799422264, 'min': -0.47265625, 'max': 0.474609375}
2025-06-27 11:06:39,561 - INFO - Param: model.layers.3.mlp.down_proj.weight, Stats: {'mean': 7.027597348496784e-08, 'std': 0.0191425159573555, 'min': -0.8671875, 'max': 0.69140625}
2025-06-27 11:06:39,562 - INFO - Param: model.layers.3.input_layernorm.weight, Stats: {'mean': 0.046788498759269714, 'std': 0.01799860969185829, 'min': -0.00063323974609375, 'max': 0.22265625}
2025-06-27 11:06:39,562 - INFO - Param: model.layers.3.post_attention_layernorm.weight, Stats: {'mean': 0.4417917728424072, 'std': 0.15576159954071045, 'min': -0.00014209747314453125, 'max': 3.71875}
2025-06-27 11:06:39,606 - INFO - Param: model.layers.4.self_attn.q_proj.weight, Stats: {'mean': -1.1107476893812418e-05, 'std': 0.025543905794620514, 'min': -0.341796875, 'max': 0.427734375}
2025-06-27 11:06:39,617 - INFO - Param: model.layers.4.self_attn.k_proj.weight, Stats: {'mean': -1.6580706869717687e-06, 'std': 0.026720469817519188, 'min': -0.5234375, 'max': 0.6796875}
2025-06-27 11:06:39,629 - INFO - Param: model.layers.4.self_attn.v_proj.weight, Stats: {'mean': 3.7299018913472537e-06, 'std': 0.02819640003144741, 'min': -0.1640625, 'max': 0.1943359375}
2025-06-27 11:06:39,673 - INFO - Param: model.layers.4.self_attn.o_proj.weight, Stats: {'mean': 8.7398639152525e-06, 'std': 0.026500046253204346, 'min': -0.6015625, 'max': 0.6171875}
2025-06-27 11:06:39,674 - INFO - Param: model.layers.4.self_attn.q_norm.weight, Stats: {'mean': 1.6223026514053345, 'std': 0.5037819147109985, 'min': 0.0033721923828125, 'max': 3.140625}
2025-06-27 11:06:39,674 - INFO - Param: model.layers.4.self_attn.k_norm.weight, Stats: {'mean': 1.7021164894104004, 'std': 1.0395472049713135, 'min': 0.00567626953125, 'max': 10.3125}
2025-06-27 11:06:39,822 - INFO - Param: model.layers.4.mlp.gate_proj.weight, Stats: {'mean': -3.221571387257427e-05, 'std': 0.03236257657408714, 'min': -0.427734375, 'max': 0.423828125}
2025-06-27 11:06:39,956 - INFO - Param: model.layers.4.mlp.up_proj.weight, Stats: {'mean': 2.123321110047982e-06, 'std': 0.021732648834586143, 'min': -0.330078125, 'max': 0.4140625}
2025-06-27 11:06:40,108 - INFO - Param: model.layers.4.mlp.down_proj.weight, Stats: {'mean': -4.030162472190568e-06, 'std': 0.022981515154242516, 'min': -1.015625, 'max': 1.2265625}
2025-06-27 11:06:40,109 - INFO - Param: model.layers.4.input_layernorm.weight, Stats: {'mean': 0.06710612773895264, 'std': 0.016727935522794724, 'min': -0.0546875, 'max': 0.310546875}
2025-06-27 11:06:40,110 - INFO - Param: model.layers.4.post_attention_layernorm.weight, Stats: {'mean': 0.36998459696769714, 'std': 0.0983375757932663, 'min': -0.000972747802734375, 'max': 2.59375}
2025-06-27 11:06:40,156 - INFO - Param: model.layers.5.self_attn.q_proj.weight, Stats: {'mean': -1.0517183000047226e-05, 'std': 0.025521960109472275, 'min': -0.43359375, 'max': 0.515625}
2025-06-27 11:06:40,168 - INFO - Param: model.layers.5.self_attn.k_proj.weight, Stats: {'mean': 2.5915998776326887e-05, 'std': 0.026119407266378403, 'min': -0.376953125, 'max': 0.4296875}
2025-06-27 11:06:40,178 - INFO - Param: model.layers.5.self_attn.v_proj.weight, Stats: {'mean': 1.827521737141069e-05, 'std': 0.027699638158082962, 'min': -0.2109375, 'max': 0.1845703125}
2025-06-27 11:06:40,221 - INFO - Param: model.layers.5.self_attn.o_proj.weight, Stats: {'mean': 1.299735913562472e-06, 'std': 0.025664087384939194, 'min': -0.59375, 'max': 0.51953125}
2025-06-27 11:06:40,222 - INFO - Param: model.layers.5.self_attn.q_norm.weight, Stats: {'mean': 1.0872058868408203, 'std': 0.5766586661338806, 'min': 0.048095703125, 'max': 4.46875}
2025-06-27 11:06:40,222 - INFO - Param: model.layers.5.self_attn.k_norm.weight, Stats: {'mean': 3.0394365787506104, 'std': 1.8136241436004639, 'min': -0.0018310546875, 'max': 15.625}
2025-06-27 11:06:40,355 - INFO - Param: model.layers.5.mlp.gate_proj.weight, Stats: {'mean': -9.005892934510484e-06, 'std': 0.033347275108098984, 'min': -1.3828125, 'max': 0.5078125}
2025-06-27 11:06:40,503 - INFO - Param: model.layers.5.mlp.up_proj.weight, Stats: {'mean': -3.0458611490757903e-06, 'std': 0.024462638422846794, 'min': -0.58984375, 'max': 0.78125}
2025-06-27 11:06:40,651 - INFO - Param: model.layers.5.mlp.down_proj.weight, Stats: {'mean': 1.5551981960015837e-06, 'std': 0.024642599746584892, 'min': -0.8515625, 'max': 0.84765625}
2025-06-27 11:06:40,652 - INFO - Param: model.layers.5.input_layernorm.weight, Stats: {'mean': 0.06774337589740753, 'std': 0.017581133171916008, 'min': -0.0634765625, 'max': 0.400390625}
2025-06-27 11:06:40,652 - INFO - Param: model.layers.5.post_attention_layernorm.weight, Stats: {'mean': 0.2937937378883362, 'std': 0.05464209243655205, 'min': -0.138671875, 'max': 1.515625}
2025-06-27 11:06:40,698 - INFO - Param: model.layers.6.self_attn.q_proj.weight, Stats: {'mean': 9.680794391897507e-06, 'std': 0.02620372734963894, 'min': -1.0859375, 'max': 1.4921875}
2025-06-27 11:06:40,713 - INFO - Param: model.layers.6.self_attn.k_proj.weight, Stats: {'mean': -1.2037417945975903e-05, 'std': 0.02633725292980671, 'min': -0.71484375, 'max': 0.287109375}
2025-06-27 11:06:40,723 - INFO - Param: model.layers.6.self_attn.v_proj.weight, Stats: {'mean': 2.1597415980068035e-05, 'std': 0.028171254321932793, 'min': -0.337890625, 'max': 0.423828125}
2025-06-27 11:06:40,767 - INFO - Param: model.layers.6.self_attn.o_proj.weight, Stats: {'mean': -6.1293367252801545e-06, 'std': 0.026729989796876907, 'min': -0.7109375, 'max': 0.765625}
2025-06-27 11:06:40,767 - INFO - Param: model.layers.6.self_attn.q_norm.weight, Stats: {'mean': 1.5733423233032227, 'std': 0.43958616256713867, 'min': 0.0274658203125, 'max': 2.765625}
2025-06-27 11:06:40,767 - INFO - Param: model.layers.6.self_attn.k_norm.weight, Stats: {'mean': 1.664860725402832, 'std': 0.7051194310188293, 'min': 0.009765625, 'max': 6.65625}
2025-06-27 11:06:40,905 - INFO - Param: model.layers.6.mlp.gate_proj.weight, Stats: {'mean': -5.0714956159936264e-05, 'std': 0.031691376119852066, 'min': -0.77734375, 'max': 0.5546875}
2025-06-27 11:06:41,061 - INFO - Param: model.layers.6.mlp.up_proj.weight, Stats: {'mean': 1.507005777057202e-06, 'std': 0.025310803204774857, 'min': -0.7109375, 'max': 0.47265625}
2025-06-27 11:06:41,194 - INFO - Param: model.layers.6.mlp.down_proj.weight, Stats: {'mean': 8.572514502702688e-07, 'std': 0.02541193552315235, 'min': -1.4375, 'max': 1.4453125}
2025-06-27 11:06:41,194 - INFO - Param: model.layers.6.input_layernorm.weight, Stats: {'mean': 0.0917867049574852, 'std': 0.022028349339962006, 'min': -0.1357421875, 'max': 0.32421875}
2025-06-27 11:06:41,194 - INFO - Param: model.layers.6.post_attention_layernorm.weight, Stats: {'mean': 0.32373636960983276, 'std': 0.13853301107883453, 'min': -0.1708984375, 'max': 8.125}
